"person_tmdbId","movie_movieId","role"
"4353","8828","Tony Collins"
"3380","8828","Margaret DeLorca / Edith Phillips"
"9857","8828","Sergeant Jim Hobbson"
"45291","8828","Sergeant Hoag"
"20388","8830","Sam Rogers"
"21798","8830","Bill Johnson"
"61852","8830","Dr. Ben Douglas"
"12793","8830","Dr. Jack Byron"
"2282","8831","Benjamin O'Ryan"
"9464","8831","Rich Charleton"
"6383","8831","Thomas Mackelway"
"530","8831","Fran Kulok"
"77303","8832","Master An"
"77301","8832","Lieutenant Li"
"77304","8832","Wen Zhu"
"76931","8832","Lai Qi"
"5168","8833","The Marquess of Steyne"
"1090780","8833",""
"81024","8833",""
"53367","8833","Miss Pinkerton"
"6614","8835","Bo Laramie"
"17346","8835","Abby Laramie"
"1117","8835","Detective Burton"
"24516","8835","Wendell Stokes"
"2299","8836","Matthew"
"9824","8836","Lisa"
"9827","8836","Alex"
"26457","8836","Luke"
"10823","8838","David"
"198327","8838","Alice - Age 8"
"9560","8838","Alice Wyatt"
"35090","8838","Donald"
"15854","8839","Officer John Hunton"
"1066795","8839","Mark Jackson"
"5139","8839","William 'Bill' Gartley"
"20304","8839","J.J.J. Pictureman / Mortician"
"179215","8840","Girl"
"1037","8840","J.R."
"584567","8840","Girl in Dream"
"1183041","8840","Joey"
"45982","8848","Alberto"
"14151","8848","Leopoldo Vannucci"
"30832","8848","Fausto Moretti"
"71140","8848","Moraldo Rubini"
"27747","8850","Porter Ricks"
"70118","8850","Sandy Ricks"
"111166","8850","Kim Parker"
"111167","8850","Hettie White"
"6905","8851","Robert ""Big Bob"" Freelander"
"18071","8851","Wilson"
"87156","8851","Brenda De Carlo"
"82130","8851","Tommy French"
"56881","8853","Alice"
"47441","8853","Nick Baxter"
"650","8853","Jessica Bloom"
"69010","8853","Leonardo DaVinci Rizzo"
"98527","8854","Old Man"
"92840","8854","Rodger"
"92841","8854","Helen"
"61289","8854","Stooge"
"10539","8857","Bea Brice"
"8949","8857","Stephen Evshevsky"
"3830","8857","Lilith Arthur"
"6449","8857","Vincent Bruce"
"55093","8859","Stan Bobbins"
"10127","8859","Bill Biscane / Kane"
"25308","8859","Jean Bobbins"
"93379","8859","Kylie"
"1910","8860","Marilyn Mooney"
"58941","8860","Irate Customer #1"
"326","8860","Jessica Martin"
"58942","8860","Young Security Guard"
"18041","8861","Carlos Olivera"
"7055","8861","Jill Valentine"
"3491","8861","Major Cain"
"63","8861","Alice"
"31137","8864","Rex 'T-Rex' Pennebaker"
"1897","8864","Stan Ross"
"9780","8864","Maureen ""Mo"" Simmons"
"18313","8864","Boca"
"12052","8865","Polly Perkins"
"9642","8865","Sky Captain"
"5658","8865","Paley"
"1771","8865","Dex"
"4783","8866","Dennis Bradbury"
"205","8866","Lizzie Bradbury"
"6162","8866","Peter Colt"
"15277","8866","Ron Roth"
"17287","8870","Ash Correll"
"1231","8870","Telly Paretta"
"11085","8870","Jim Paretta"
"63982","8870","Sam"
"7447","8871","Joe Devine"
"4756","8871","Steven Schats"
"3051","8871","Emily French"
"4252","8871","Tommy Sanz"
"30364","8872","Sylvia Stickles"
"9656","8872","Ray Ray Perkins"
"6591","8872","Vaughn Stickles"
"11826","8872","Caprice Stickles"
"258","8873","Ernesto Guevara de la Serna"
"6859","8873","Chichina Ferreyra"
"18478","8873",""
"18499","8873","Celia de la Serna"
"11108","8874","Shaun"
"11110","8874","Liz"
"11109","8874","Ed"
"11111","8874","Dianne"
"1936","8879","Signor Bianchi"
"4111","8879","Greta Ohlson"
"7570","8879","Mrs. Harriet Belinda Hubbard"
"3926","8879","Hercule Poirot"
"38225","8880","Florence 'Rusty' Dennis"
"59956","8880","Evelyn"
"16431","8880","Gar"
"7036","8880","Roy L.'Rocky' Dennis"
"3150","8882","Albert DeSalvo"
"4958","8882","John S. Bottomly"
"50762","8882","Julian Soshnick"
"12950","8882","Det. Phil DiNatale"
"31","8884","Richard Harlan Drew"
"12850","8884","Cooper"
"26456","8884","Maddy"
"1466","8884","Ross"
"37368","8892","Granny Ruth"
"99042","8892","Sheriff"
"99025","8892","Duane Bradley"
"99043","8892","Uncle Hal"
"16089","8893","Lou"
"99025","8893","Duane Bradley"
"37368","8893","Granny Ruth"
"99034","8893","Susan"
"862","8899","Jake VanDorn"
"1039","8899","Andy Mast"
"47456","8899","Niki"
"41250","8899","Wes DeJong"
"2922","8903","Baron Victor Frederick Von Leppe"
"102441","8903","Stefan"
"514","8903","Lt. Andre Duvalier"
"102826","8903","Helene / Ghost of Ilsa The Baroness Von Leppe"
"55649","8906","Jack Anders"
"55650","8906","Mark Tomaso (as Luca Giorgio Barbareschi)"
"55648","8906","Professor Harold Monroe"
"55652","8906","Faye Daniels"
"380","8907","Don Lino (voice)"
"2888","8907","Oscar (voice)"
"70851","8907","Lenny (voice)"
"9137","8907","Angie (voice)"
"73421","8908","Jack Morrison"
"8891","8908","Captain Mike Kennedy"
"6857","8908","Linda Morrison"
"418","8908","Lenny Richter"
"4483","8910","Bernard Jaffe"
"10437","8910","Vivian Jaffe"
"17881","8910","Albert Markovski"
"17882","8910","Caterine Vauban"
"39556","8911","Denise Gilmore"
"18181","8911","Simon Fletcher"
"78730","8911","Jay Corgan"
"5958","8911","Teresa 'Terri' Fletcher"
"110172","8914","Philip"
"110171","8914","Robert"
"76625","8914","Abe"
"76624","8914","Aaron"
"8289","8915","Ned Kynaston"
"6194","8915","Maria"
"94677","8915","Male Emelia/Dickie"
"40665","8915","Stage Manager"
"4494","8916","Bobbie"
"4038","8916","Beverly Clark"
"16866","8916","Paulina"
"1205","8916","John Clark"
"34517","8917","Gary Johnston / Joe / Kim Jong Il / Hans Blix / Carson / Matt Damon / Drunk in Bar / Tim Robbins / Sean Penn / Michael Moore / Helen Hunt / Susan Sarandon (voice)"
"34518","8917","Chris / George Clooney / Danny Glover / Ethan Hawke (voice)"
"34519","8917","Lisa (voice)"
"34520","8917","Sarah (voice)"
"5587","8918","Daniel Collins"
"17772","8918","Ryan Carmichael"
"21104","8918","Samantha"
"11664","8918","Kate Collins"
"8252","8920","Bernie Dodd"
"4070","8920","Georgie Elgin"
"24937","8920","Frank Elgin"
"24938","8920","Philip Cook"
"13784","8921","Alvaro Mangiacavallo"
"4421","8921","Serafina Delle Rose"
"117617","8921","Rosa Delle Rose"
"151470","8921","Seaman Jack Hunter"
"68884","8923","John Durbeyfield"
"12818","8923","Parson Tringham"
"2630","8923","Tess Durbeyfield"
"1317005","8923","Girl in meadow"
"141","8927","Coy 'Cannonball' Buckman"
"42176","8927","Linda Maxwell"
"16555","8927","Cade Redman"
"26283","8927","Perman Waters"
"14016","8928","Professor Abronsius"
"29490","8928","Sarah Shagal"
"112454","8928","Rebecca Shagal"
"30119","8928","Yoyneh Shagal, der Gastwirt"
"37884","8929","Hackenschmidt"
"25638","8929","Joe Evans"
"33709","8929","Marie Hackenschmidt"
"228490","8929","Gervaise"
"72362","8930","The Perfect Man - from 'Det perfekte menneske' 1967"
"72363","8930","The Perfect Woman, from 'Det perfekte menneske' 1967)"
"72365","8930","The Perfect Man, Cuba"
"72366","8930","The Perfect Woman, Cuba"
"1106739","8931","Himself"
"1224937","8931","Herself"
"1106733","8931","Herself"
"1106737","8931","Himself"
"83180","8933","Pierre"
"67905","8933","Louise"
"17388","8933","Diane"
"67906","8933","Dominique"
"27106","8935","Catherine O'Fallon"
"2977","8935","Michael O'Fallon"
"58478","8935","Tony Boer"
"58019","8935","Ethan O'Fallon"
"15543","8937","Boobie Miles"
"879","8937","Coach Gary Gaines"
"9828","8937","Don Billingsley"
"155","8937","Mike Winchell"
"17109","8938","Herself"
"17108","8938","Himself"
"17110","8938","Himself"
"17111","8938","Herself"
"5658","8943","Jimmie Langton"
"516","8943","Julia Lambert"
"26257","8943","Archie Dexter"
"63311","8943","Tom Fennel"
"18979","8946","Alicia Valco"
"880","8946","Drew Latham"
"11514","8946","Christine Valco"
"4691","8946","Tom Valco"
"11863","8947","Karen Davis"
"20386","8947","Doug"
"15338","8947","Matthew Williams"
"20387","8947","Jennifer Williams"
"9642","8948","Alfie"
"13636","8948","Dorie"
"29071","8948","Phil"
"56105","8948","Lu Schnitman"
"25540","8949","Stephanie"
"13242","8949","Miles"
"12519","8949","Maya"
"19159","8949","Jack"
"3894","8950","Trevor Reznik"
"10431","8950","Stevie"
"37946","8950","Marie"
"36900","8950","Ivan"
"11356","8951","Vera Drake"
"26863","8951","George"
"1665","8951","Reg"
"68046","8951","Nellie"
"140173","8954",""
"51962","8954",""
"2719614","8954",""
"85880","8954",""
"478","8955","Chris Munn"
"37917","8955","Lila"
"79416","8955","Bern"
"74587","8955","Officer Clayton"
"2131","8957","Detective Steven Sing"
"2047","8957","Detective David Tapp"
"2128","8957","Adam Faulkner-Stanheight"
"2130","8957","Dr. Lawrence Gordon"
"134","8958","Ray Charles"
"58924","8958","Jeff Brown"
"9788","8958","Margie Hendricks"
"11703","8958","Della Bea Robinson"
"11662","8961","Buddy Pine / Syndrome (voice)"
"2231","8961","Lucius Best / Frozone (voice)"
"18686","8961","Helen Parr / Elastigirl (voice)"
"8977","8961","Bob Parr / Mr. Incredible (voice)"
"73421","8963","John"
"35862","8963","Michael"
"2228","8963","Marciello"
"6194","8963","Elena"
"20234","8964","Maria Callas"
"231273","8964","Michael"
"23709","8964","Sarah Keller"
"16940","8964","Larry Kelly"
"31","8965","Hero Boy / Father / Conductor / Hobo / Scrooge / Santa Claus (voice)"
"42362","8965","Know-It-All (voice)"
"42287","8965","Sister Sarah / Mother (voice)"
"18286","8965","Hero Girl (voice)"
"3896","8966","Alfred Kinsey"
"133","8966","Clyde Martin"
"5577","8966","Wardell Pomeroy"
"350","8966","Clara McMillen"
"517","8968","Max Burdett"
"3136","8968","Lola Cirillo"
"57755","8968","Stan Lloyd"
"1896","8968","Henri Mooré"
"9137","8969","Bridget Rose Jones"
"9138","8969","Bridget's Mum"
"388","8969","Bridget's Dad"
"9140","8969","Uncle Geoffrey"
"1666","8970","Mrs. Emma du Maurier"
"85","8970","Sir James Matthew Barrie"
"204","8970","Sylvia Llewelyn Davies"
"8329","8970","Mary Ansell Barrie"
"9824","8972","Abigail Chase"
"2963","8972","Ben Gates"
"48","8972","Ian Howe"
"21180","8972","Riley Poole"
"1603","8973","Padre Manolo"
"258","8973","Ángel/Juan/Zahara"
"1604","8973","Sr. Manuel Berenguer"
"1602","8973","Enrique"
"78798","8974","SpongeBob SquarePants (voice) / Gary the Snail (voice) / French Narrator (voice)"
"6574","8974","Mr. Krabs (voice)"
"70615","8974","Squidward Tentacles (voice)"
"34398","8974","Patrick Star (voice)"
"4173","8977","Old Ptolemy"
"146140","8977","Scribe"
"11701","8977","Olympias"
"20278","8977","Child Alexander"
"77242","8979","Herself (archive footage)"
"1204","8981","Anna Cameron"
"9642","8981","Dan Woolf"
"2296","8981","Larry Gray"
"524","8981","Alice Ayres"
"8775","8982","The Man"
"195325","8982","David"
"23709","8982","Sophie"
"8767","8982","Johannes"
"25246","8983","Leo"
"43661","8983","Jin"
"57912","8983",""
"1339","8983",""
"287","8984","Rusty Ryan"
"1922","8984","Isabel Lahiri"
"1461","8984","Danny Ocean"
"2129794","8984","Bank Officer"
"10814","8985","Blade"
"10860","8985","Abigail Whistler"
"10862","8985","Drake"
"10823","8985","Whistler"
"3663","8986","Stanley / Himself"
"78778","8986","Mr. Novak, Hotel Manager"
"78780","8986","Sonnie, Bellboy (as Sonny Sands)"
"78779","8986","Bob, Bell Captain"
"3663","8988","Cinderfella"
"5833","8988","Fairy Godfather"
"3362","8988","Wicked Stepmother"
"14731","8988","Maximilian"
"76519","8989","Joe Hardy"
"54122","8989","Lola"
"4093","8989","Mr. Applegate"
"866","8989","Benny Van Buren"
"24937","8998","Himself - Host / Narrator"
"4353","8998","Himself - Host / Narrator"
"13294","8998","Himself - Host / Narrator"
"30181","8998","Himself - Host / Narrator"
"9066","8999","(archive footage)"
"1937","8999","(archive footage)"
"13294","8999","Himself - Co-Host / Narrator"
"30181","8999","Himself - Co-Host / Narrator"
"41216","9000","Herself - Co-Host / Narrator"
"39601","9000","Himself - Co-Host / Narrator"
"41226","9000","Herself - Co-Host / Narrator"
"92900","9000","Herself - Co-Host / Narrator"
"3151","9001","Lt. Rip Crandall"
"95313","9001","Lt. Cmdr. Wilbur F. Vandewater"
"69248","9001","Patterson"
"4300","9001","Ens. Tommy J. Hanson"
"54782","9004","Joyce Richardson"
"13023","9004","Elaine Fox"
"21731","9004","Andy Richardson"
"84762","9004","Dr. Ellen Lamb"
"36602","9005","David Whitlock"
"61962","9005",""
"4138","9005","Allan Dallis"
"418","9005","Mike Rodgers"
"550027","9010","Sophie à 8 ans"
"55384","9010","Julien à 8 ans"
"8293","9010","Sophie"
"19866","9010","Julien"
"39554","9012","Ruby Gentry"
"19414","9012","Jud Corey"
"9857","9012","Jim Gentry"
"10017","9012","Boake Tackman"
"556951","9018","Himself"
"556952","9018","Himself (as Lt. Josh Rushing)"
"19011","9018","Himself (archive footage)"
"556953","9018","Himself"
"29176","25737","Miriam, the Rabbi's Daughter"
"29177","25737","Rabbi Famulus"
"29123","25737","The Golem"
"29175","25737","Rabbi Loew"
"89676","25744","The Nun"
"89675","25744","The Witch"
"89677","25744","The Young Monk"
"89678","25744","The Fat Monk"
"8635","25750","Sherlock, Jr."
"10530","25750","Girl's Father"
"14920","25750","Girl"
"14921","25750","The Butler"
"88953","25752","The Freshman"
"102501","25752","Peggy"
"115995","25752","The College Cad"
"1759857","25752","Chet Trask"
"9097","25753","John McTeague"
"32138","25753","Marcus"
"34746","25753","Trina"
"35504","25753","Maria"
"14486","25755","Ledoux"
"14485","25755","Vicomte Raoul de Chagny"
"14484","25755","Christine Daaé"
"14481","25755","Erik, The Phantom"
"13905","25763","Dr. Ludwig Schön"
"13904","25763","Lulu"
"13907","25763","Schigolch"
"13906","25763","Alwa Schön"
"122974","25764","Sally"
"8635","25764","Buster"
"80546","25764","Editor"
"80545","25764","Stagg"
"8635","25769","William 'Willie' Canfield Jr."
"120811","25769","John James 'J.J.' King"
"98034","25769","William 'Steamboat Bill' Canfield Sr."
"1444312","25769","First and Last Mate Tom Carter"
"8988","25771","Seminarist (uncredited)"
"793","25771","Man in Prolog (uncredited)"
"8993","25771","Young Girl"
"8992","25771","Man"
"128159","25773","Tony Passa"
"13566","25773","Caesar Enrico 'Rico' Bandello aka 'Little Caesar'"
"29315","25773","Olga Stassoff"
"51762","25773","Joe Massara"
"45201","25774","Bandit Leader in the Hut"
"11543","25774","The Man"
"1830629","25774","Marquise' Chambermaid / Girl at Blangis' Castle"
"33023","25774","The Woman"
"30014","25777","Zeppo"
"10799","25777","Chico"
"10798","25777","Groucho"
"10800","25777","Harpo"
"13355","25788","John 'Johnny' Lovo"
"13354","25788","Poppy"
"13353","25788","Cesca Camonte"
"13352","25788","Tony 'Scarface' Camonte"
"142474","25792","Keiji (as Tokkan-Kozou)"
"145253","25792","Haha"
"213511","25792","Chichi"
"1092896","25792","Ryoichi"
"89610","25795","Carlotta Vance"
"29578","25795","Larry Renault"
"29260","25795","Dan Packard"
"82315","25795","Kitty Packard"
"29273","25801","Serge Stanieff"
"2638","25801","Captain Cummings"
"89107","25801","Chick Clark"
"103616","25801","Lady Lou"
"11550","25805","Jean"
"11545","25805","Juliette"
"12748","25805","Le père Jules"
"142918","25805","Le camelot"
"2922","25807","Hjalmar Poelzig"
"1547","25807","Dr. Vitus Werdegast"
"2125","25807","Peter Alison"
"82349","25807","Joan Alison"
"528","25825","Katherine Grant"
"77114","25825","District Attorney"
"12147","25825","Joe Wilson"
"3244","25825","Kirby Dawson"
"82315","25826","Gladys Benton"
"32428","25826","William 'Bill' Stephens Chandler"
"13577","25826","Constance 'Connie' Allenbury"
"12147","25826","Warren Haggerty"
"4068","25827","Longfellow Deeds"
"4969","25827","Cornelius Cobb"
"30210","25827","Babe Bennett"
"13555","25827","MacWade"
"81167","25828","Mrs. Chisholm"
"3380","25828","Gabrielle 'Gabby' Maple"
"11493","25828","Alan Squier"
"81168","25828","Boze Hertzlinger"
"2491","25839","Hazel Flagg"
"13576","25839","Wallace ""Wally"" Cook"
"83474","25839","Dr. Enoch Downer"
"30156","25839","Oliver Stone"
"14563","25841","Anthony Powell"
"30003","25841","Jean Maitland"
"6598","25841","Terry Randall"
"98574","25841","Linda Shaw"
"9071","25842","Mrs. Clara Topper"
"89731","25842","Marion Kerby"
"2638","25842","George Kerby"
"14685","25842","Cosmo Topper"
"2007","25850","Ned Seton"
"2638","25850","Johnny Case"
"80234","25850","Julia Seton"
"6598","25850","Linda Seton"
"153422","25852","Nancy the Parlour Maid"
"88935","25852",""
"106626","25852","B.G. Rough"
"117499","25852","Bella Mallen"
"14261","25856","Edgar Linton"
"3359","25856","Heathcliff"
"30126","25856","Ellen"
"30225","25856","Cathy"
"2435","25865","Robert Crosbie"
"3380","25865","Leslie Crosbie"
"82383","25865","Dorothy Joyce"
"82382","25865","Howard Joyce"
"4068","25868","Professor Bertram Potts"
"14974","25868","Sugarpuss O’Shea"
"29661","25868","Prof. Gurkakoff"
"7666","25868","Prof. Jerome"
"13954","25874","The Great Man"
"100769","25874","His Rival"
"101991","25874","His Niece"
"101992","25874","His Heckler (as Butch)"
"46617","25882","Helen Chernen"
"2672","25882","Albert Runkel"
"33022","25882","Paul Collins"
"30269","25882","Katherine 'Katie' Chernen"
"33031","25886","Dr. Jonathan Benet"
"93805","25886","Paula"
"29522","25886","Charles Rainier aka ""Smithy"""
"84635","25886","Kitty"
"13996","25891","Mrs. Strabel"
"18156","25891","Henry Van Cleve"
"11169","25891","Hugo Van Cleve"
"20124","25891","Martha Strabel Van Cleve"
"142903","25898",""
"142901","25898",""
"142902","25898",""
"142900","25898",""
"34498","25900","Amy Reed"
"51764","25900","Oliver 'Ollie' Reed"
"30114","25900","Alice Reed"
"103781","25900","Ghost of Irena"
"20502","25901","Chorus"
"1057660","25901",""
"81463","25901","Bishop of Ely"
"85345","25901","Archbishop of Canterbury"
"7124","25904","Stephen Neale"
"87546","25904","Willi Hilfe"
"87545","25904","Carla Hilfe"
"8241","25904","Mrs. Bellane #2, spiritualist"
"3380","25906","Fanny Trellis"
"4113","25906","Job Skeffington"
"77114","25906","George Trellis"
"11028","25906","Dr. Byles"
"13566","25911","Professor Richard Wanley"
"7639","25911","Alice Reed"
"2669","25911","Dist. Attorney Frank Lalor"
"81291","25911","Dr. Michael Barkstane"
"19406","25916","Lt. John Brickley"
"93910","25916","General Martin"
"17752","25916","Lt. Sandy Davyss"
"4165","25916","Lt. (J.G.) 'Rusty' Ryan"
"30510","25920","Johnny Morrison - Lt.Cmdr., ret."
"79246","25920","Buzz Wanchek"
"79245","25920","Joyce Harwood"
"79247","25920","Eddie Harwood"
"40","25927","Charles Rankin"
"85848","25927","Mary Longstreet"
"105007","25927","Judge Adam Longstreet"
"13566","25927","Federal Agent Wilson"
"13568","25929","Zeena Krumbein"
"3336","25929","Molly"
"83475","25929","Lilith Ritter"
"10922","25929","Stanton 'Stan' Carlisle"
"2091","25930","Johnny McQueen"
"29520","25930","Lukey"
"4973","25930","Pat"
"131447","25930","Shell"
"30181","25937","Don Hewes"
"4353","25937","Jonathan Harrow III"
"15008","25937","Nadine Hale"
"9066","25937","Hannah Brown"
"33741","25940","Elsa Bannister"
"40","25940","Michael O'Hara"
"33742","25940","George Grisby"
"11027","25940","Arthur Bannister"
"3360","25941","Lisa Berndle"
"14358","25941","Johann Stauffer"
"14357","25941","Frau Berndle"
"10508","25941","Stefan Brand"
"10023","25945","Catherine ""Keechie"" Mobley"
"79247","25945","Chicamaw One-Eye Mobley"
"12497","25945","Arthur ""Bowie"" Bowers"
"3338","25945","Henry ""T-Dub"" Mansfield"
"35321","25947","Sir Alfred de Carter"
"83452","25947","August Henshler"
"30289","25947","Daphne de Carter"
"85485","25947","Barbara Henshler"
"82170","25952","Deborah Bishop"
"87685","25952","Rita Phipps"
"30289","25952","Lora Mae Hollingsway"
"2090","25952","George Phipps"
"20141","25962","Elizabeth Curtis"
"94198","25962","Van Brun"
"67685","25962","John Goode"
"41235","25962","Allan Quatermain"
"115457","25965","Orville Wingait"
"9066","25965","Jane Falbury"
"13294","25965","Joe D. Ross"
"120306","25965","Abigail Falbury"
"2433","25971",""
"39554","25971","Carrie Meeber"
"3359","25971","George Hurstwood"
"11998","25971","Charles Drouet"
"3149","25972","Peggy"
"8253","25972","Earl Pfeiffer"
"111578","25972","Jerry D'Amato"
"14974","25972","Mae Doyle D'Amato"
"20391","25993","Helen Phillips"
"11025","25993","Nancy Ashford"
"4071","25993","Edward Randolph"
"18735","25993","Bob Merrick"
"7450","25995",""
"76975","25995",""
"108020","25995","Otsu"
"108019","25995","Takuan"
"2091","25996","Norman Maine"
"9066","25996","Esther Blodgett / Vicki Lester"
"2672","25996","Matt Libby"
"30527","25996","Oliver Niles"
"46711","25999","Harry Bleeker"
"18391","25999","Chino"
"3084","25999","Johnny Strabler"
"51678","25999","Kathie Bleeker"
"10279","26003","Himself (archive footage)"
"11991","26003","Himself (archive footage)"
"11990","26003","Himself (archive footage)"
"11989","26003","Narrator"
"7450","26005",""
"108024","26005",""
"108018","26005","Akemi"
"108020","26005","Otsu"
"1112523","26007","Rokka"
"1559762","26007","Lahtinen"
"1112521","26007","Koskela"
"1112522","26007","Hietanen"
"76975","26009",""
"213464","26009","Mizushima"
"213465","26009","Kobayashi"
"97629","26009","Ito"
"82387","26010","Billy Bigelow"
"60158","26010","Julie Jordan"
"128000","26010","Carrie Pipperidge"
"44728","26010","Jigger Craigin"
"108024","26012",""
"7450","26012",""
"108020","26012","Otsu"
"108044","26012","Omitsu"
"1189033","26013","Police Chief Nishimura"
"30568","26013","Professor Kyuichiro Kashiwagi"
"128665","26013","Kiyo, Shigeru's lover"
"18613","26013","Shigeru Kawamura, colliery engineer"
"854","26025","Charles Augustus 'Slim' Lindbergh"
"8608","26025","Bud Gurney"
"129995","26025","Benjamin Frank Mahoney, President Ryan Airlines Co."
"129994","26025","Mirror Girl"
"10358","26052","La mère"
"10357","26052","L'inspecteur principal"
"10356","26052","Jeanne"
"10355","26052","Michel"
"54682","26079","Mrs. Clemens"
"79247","26079","Dr. Swinford"
"10558","26079","Lisa Brandt"
"245","26079","David Clemens"
"76976","26082","Miho Tsugumo"
"10071","26082",""
"70131","26082","Hanshiro Tsugumo"
"76977","26082","Motome Chijiiwa"
"40202","26084","Harold Hill"
"60158","26084","Marian Paroo"
"20603","26084","Eulalie Mackechnie Shinn"
"67393","26084","Marcellus Washburn"
"12726","26085","Capt. William Bligh"
"3084","26085","First Lieutnant Fletcher Christian"
"10021","26085","Alexander Smith"
"194","26085","Seaman John Mills"
"179399","26086","Peyton Farquhar"
"288434","26086","Union Officer"
"179400","26086","Mrs. Farquhar"
"179401","26086",""
"6251","26093","Jacob Grimm"
"14729","26093","Wilhelm Grimm"
"29545","26093","Dorothea Grimm"
"37884","26093","Stossel"
"9768","26094","Riccardo"
"41779","26094","Vittoria"
"131329","26094","Vittoria's Mother"
"15135","26094","Piero"
"11390","26111","his King / King Henry II"
"5341","26111","Becket / Thomas Becket"
"11857","26111","King Louis of France / King Louis VII of France"
"37191","26111","the Cardinal / Cardinal Zambelli"
"7664","26116","Drew Bayliss"
"3380","26116","Charlotte Hollis"
"11025","26116","Velma Cruther"
"8725","26116","Miriam Deering"
"18391","26117","Charlie Strom"
"62019","26117","Lee"
"11147","26117","Johnny North"
"4301","26117","Sheila Farr"
"33730","26122","Hachi"
"33729","26122","Young Woman"
"33731","26122",""
"33728","26122","Woman"
"4072","26125","Bruno"
"91371","26125","Peter"
"78853","26125","Emily"
"15983","26125","Elizabeth"
"140996","26131","Ali La Pointe"
"1077247","26131","One of the girls"
"39953","26131","Col. Mathieu"
"557864","26131","Djafar"
"94011","26133","Snoopy (voice)"
"124652","26133","Violet (voice)"
"148104","26133","Schroeder / Shermy (voice)"
"124654","26133","Frieda (voice)"
"1936","26147","Arnold"
"4765","26147","Murray"
"30618","26147","Sandra"
"69300","26147","Leo"
"13707","26150",""
"8475","26150","Andrej Rubljow"
"1190992","26150","Danil Chorny"
"13706","26150","Kirill"
"18227","26151","Marie"
"143033","26151","Gérard"
"143032","26151","Jacques"
"17590","26151","Arnold"
"4355","26152","The Joker"
"26847","26152","Batman / Bruce Wayne"
"16108","26152","The Catwoman / Kitka"
"35192","26152","Robin / Dick Grayson"
"121161","26157","Margaret"
"88575","26157","The Master"
"1634509","26157","Torgo"
"88571","26157","Michael"
"589521","26160","Abraracourcix (voice)"
"70142","26160","Assurancetourix (voice)"
"57540","26160","Obélix (voice)"
"34676","26160","Astérix (voice)"
"1490","26163","Herself"
"1489","26163","Himself"
"1488","26163","Himself"
"1487","26163","Himself"
"544597","26164","Pope"
"1188007","26164","Fando's Mother"
"1168522","26164","Lis"
"589842","26164","Fando"
"18242","26171","Mr. Schultz's Companion"
"39145","26171","Woman Selling Eyeglasses"
"67960","26171","Young Tourist"
"5763","26171","Monsieur Hulot"
"18391","26172","Walker"
"4301","26172","Chris"
"4966","26172","Yost"
"26512","26172","Brewster"
"3926","26178","Mark Wallace"
"1932","26178","Joanna Wallace"
"45453","26178","Cathy Manchester"
"10775","26178","Howard Manchester"
"18365","26180","Sylvia Barrett"
"153112","26180","Paul Barringer"
"40618","26180","Henrietta Pastorfield"
"8493","26180","Beatrice Schacter"
"1903","26188","John Singer"
"88455","26188","Spirmonedes"
"53552","26188","Beaudine"
"88450","26188","Spiros Antonapoulos"
"37446","26198","Darrel Harrison"
"40174","26198","Helen North"
"153582","26198","Madeleine Love"
"4958","26198","Frank Beardsley"
"1204882","26199","Alice Brock"
"44549","26199","himself"
"14542","26199","Ray Brock"
"44547","26199","Arlo Guthrie"
"1352","26208","Jean-Louis"
"39440","26208","Vidal"
"24393","26208","Françoise"
"9765","26208","Maud"
"475670","26228","Eva, Annika's Auntie"
"589208","26228","Pär"
"116509","26228","John Hellberg, Annika's Father"
"589207","26228","Annika"
"2222","26229","Elgar Enders"
"103940","26229","Francine ""Fanny"" Johnson"
"30123","26229","Joyce Enders"
"20157","26229","Marge"
"1292","26231","Chas"
"128928","26231","Lucy"
"53768","26231","Pherber"
"1428","26231","Turner"
"77312","26241","Ibert"
"27393","26241","Baron de Laubardemont"
"936","26241","Urbain Grandier"
"13333","26241","Sister Jeanne"
"12422","26242","David Mann"
"160969","26242","Bus Driver"
"12423","26242","Cafe Owner"
"40186","26242","Mrs. Mann"
"980739","26251","Aunt Cecile"
"1191548","26251","Uncle Antoine"
"980358","26251","Carmen"
"980357","26251","Benoit"
"85149","26258","Dying Man"
"22767","26258",""
"55119","26258","El Topo"
"85148","26258","Son of El Topo"
"5","26265","Ship's Captain"
"1905","26265","Dr. Anton Phibes"
"42572","26265","Miss Ambrose"
"82830","26265","Darius Biederbeck"
"24501","26268","François Perrin"
"24379","26268","Milan"
"24421","26268","Toulouse"
"39646","26268","Christine"
"3799","26271","Louis McKay"
"32715","26271","Billie Holiday"
"47759","26271","Reg Hanley (as James Callahan)"
"9309","26271","Piano Man"
"39953","26294","Sullivan"
"4958","26294","Jack Beauregard"
"15140","26294","Nobody"
"1107","26294","Honest John"
"193","26302","Max Millan"
"1158","26302","Francis Lionel 'Lion' Delbuchi"
"6360","26302","Coley"
"83145","26302","Frenchy"
"41258","26303","Grace Collier"
"20011","26303","Danielle Breton / Dominique Blanchion"
"97561","26303","Emil Breton"
"1466","26303","Joseph Larch"
"30622","26313","Susan Peters"
"827","26313","Charlie Waters"
"86136","26313","Barbara Miller"
"18364","26313","Bill Denny"
"5964","26317","Mario"
"10356","26317","Bee"
"35319","26317","Emmanuelle"
"22212","26317","Jean"
"9920","26318","Le médécin"
