"movieId","title","url","runtime","revenue","budget","imdbRating","released","countries","languages","plot","imdbVotes","imdbId","year","poster","tmdbId"
"5680","Auto Focus","https://themoviedb.org/movie/14112","105","2062066","7000000","6.6","2002-11-01","[""USA""]","[""English""]","A story about Hogan's Heroes star Bob Crane and his friendship with John Carpenter.","11260","0298744","2002","https://image.tmdb.org/t/p/w440_and_h660_face/mKg09w76HFvhGRWpcGszVwdQEsu.jpg","14112"
"5682","Grey Zone, The","https://themoviedb.org/movie/15192","108","","","7.1","2001-11-30","[""USA""]","[""English"","" German""]","A Nazi doctor, along with the Sonderkomando, Jews who are forced to work in the crematoria of Auschwitz against their fellow Jews, find themselves in a moral grey zone.","8405","0252480","2001","https://image.tmdb.org/t/p/w440_and_h660_face/9xnwr13VToKlpq2q4bgnFGX1I03.jpg","15192"
"5684","Naqoyqatsi","https://themoviedb.org/movie/21925","89","13308","3000000","6.7","2003-01-21","[""USA""]","[""English""]","A visual montage portrait of our contemporary world dominated by globalized technology and violence.","4024","0145937","2002","https://image.tmdb.org/t/p/w440_and_h660_face/i6ZCp5COI9Mu4n3sXxt7Yh0Zu0t.jpg","21925"
"5685","Real Women Have Curves","https://themoviedb.org/movie/30309","90","7700000","3000000","7.0","2002-11-08","[""USA""]","[""English"","" Spanish""]","This is the story of Ana, a first generation Mexican-American teenager on the verge of becoming a woman. She lives in the predominately Latino community of East Los Angeles. Freshly ...","5916","0296166","2002","https://image.tmdb.org/t/p/w440_and_h660_face/4NNWf2uXJ1NFEQwkkaRgZoEEf43.jpg","30309"
"5686","Russian Ark (Russkiy Kovcheg)","https://themoviedb.org/movie/16646","99","6723732","","7.4","2003-04-19","[""Russia"","" Germany"","" Japan"","" Canada"","" Finland"","" Denmark""]","[""Russian"","" Persian""]","A 19th century French aristocrat, notorious for his scathing memoirs about life in Russia, travels through the Russian State Hermitage Museum and encounters historical figures from the last 200+ years.","13683","0318034","2002","https://image.tmdb.org/t/p/w440_and_h660_face/ceEMxpXrbWo823I3KZlS5t54Nwo.jpg","16646"
"5689","Billy Bathgate","https://themoviedb.org/movie/12647","106","","48000000","5.9","1991-11-01","[""USA""]","[""English""]","In the year 1935, a teen named Billy Bathgate finds first love while becoming the protégé of fledgling gangster Dutch Schultz.","9449","0101453","1991","https://image.tmdb.org/t/p/w440_and_h660_face/zDC0bY6IvGIf1SrDipLZJxR0Z2d.jpg","12647"
"5690","Grave of the Fireflies (Hotaru no haka)","https://themoviedb.org/movie/12477","89","","3700000","8.5","1988-04-16","[""Japan""]","[""Japanese"","" English""]","A tragic film covering a young boy and his little sister's struggle to survive in Japan during World War II.","130069","0095327","1988","https://image.tmdb.org/t/p/w440_and_h660_face/wcNkHDbyc290hcWk7KXbBZUuXpq.jpg","12477"
"5691","Jason Goes to Hell: The Final Friday","https://themoviedb.org/movie/10285","87","15938065","3000000","4.3","1993-08-13","[""USA""]","[""English""]","Serial killer Jason Voorhees' supernatural origins are revealed.","18709","0107254","1993","https://image.tmdb.org/t/p/w440_and_h660_face/Aacq05foqiWdXqetFv02HBvMoJy.jpg","10285"
"5693","Saturday Night Fever","https://themoviedb.org/movie/11009","118","237113184","3500000","6.8","1977-12-16","[""USA""]","[""English"","" Italian""]","A Brooklyn teenager feels his only chance to succeed is as the king of the disco floor. His carefree youth and weekend dancing help him to forget the reality of his bleak life.","51593","0076666","1977","https://image.tmdb.org/t/p/w440_and_h660_face/zxt6LhH2QWJzS5eMtNoxbbkogal.jpg","11009"
"5694","Staying Alive","https://themoviedb.org/movie/10805","93","64892670","22000000","4.4","1983-07-15","[""USA""]","[""English""]","It's five years later and Tony Manero's Saturday Night Fever is still burning. Now he's strutting toward his biggest challenge yet - succeeding as a dancer on the Broadway stage.","10968","0086361","1983","https://image.tmdb.org/t/p/w440_and_h660_face/a4ogjjZdSQDaRrTJLNaMLgmK00t.jpg","10805"
"5696","Urban Cowboy","https://themoviedb.org/movie/17496","132","","","6.2","1980-06-06","[""USA""]","[""English""]","Bud is a young man from the country who learns about life and love in a Houston bar.","9810","0081696","1980","https://image.tmdb.org/t/p/w440_and_h660_face/2uKWi1Hb6yqkmOixRgKVwrzxljA.jpg","17496"
"5699","Tom Horn","https://themoviedb.org/movie/5917","98","","","6.9","1980-03-28","[""USA""]","[""English""]","A renowned former army scout is hired by ranchers to hunt down rustlers but finds himself on trial for the murder of a boy when he carries out his job too well. Tom Horn finds that the ...","3360","0080031","1980","https://image.tmdb.org/t/p/w440_and_h660_face/wgTNZoMpo8q7umjsLupIk6r79mV.jpg","5917"
"5700","The Pumaman","https://themoviedb.org/movie/31278","90","","","2.1","1980-02-14","[""Italy""]","[""English""]","Low-budget film about a young man given a mystical medallion by an Aztec shaman, in order to become a puma-empowered champion like his father before him. In trying to initially locate the ...","3306","0081693","1980","https://image.tmdb.org/t/p/w440_and_h660_face/yNB5X3ntZYH8r2O8mpWge8kvQ4x.jpg","31278"
"5703","Wholly Moses","https://themoviedb.org/movie/33076","103","14155617","","4.2","1980-06-13","[""USA""]","[""English""]","Harvey and Zoey, two tourists travelling through Israel, discover an ancient scroll describing the life of Herschel, the man who was almost Moses. Herschel receives the command from God to ...","1427","0081751","1980","https://image.tmdb.org/t/p/w440_and_h660_face/fugWV0d928NPE4sAR0RHeEFa9Yp.jpg","33076"
"5705","Xanadu","https://themoviedb.org/movie/15668","96","22471595","20000000","5.0","1980-08-08","[""USA""]","[""English""]","The story of a girl who makes dreams come true.","9083","0081777","1980","https://image.tmdb.org/t/p/w440_and_h660_face/wVgCNOMJpffFrpkHL9E4BKD6atE.jpg","15668"
"5707","Absence of Malice","https://themoviedb.org/movie/19429","116","40716963","12000000","6.9","1981-12-18","[""USA""]","[""English"","" Spanish""]","When a prosecutor leaks a false story that a liquor warehouse owner is involved in the murder of an union head, the man's life begins to unravel.","9093","0081974","1981","https://image.tmdb.org/t/p/w440_and_h660_face/sEmQFj17MUEWyqU1xa6yQ0VW5CA.jpg","19429"
"5710","Banana Joe","https://themoviedb.org/movie/11340","96","","","6.3","1982-04-08","[""Italy"","" West Germany""]","[""Italian""]","A man is living happily on an island with his family, growing bananas. When a local mobster with an eye on man's property tries to take it from him, he must go to the town for the first time to get some help.","4742","0082045","1982","https://image.tmdb.org/t/p/w440_and_h660_face/uLLnGV4kuwnHofexT1aXP8wQcxB.jpg","11340"
"5712","Blow Out","https://themoviedb.org/movie/11644","107","12000000","18000000","7.4","1981-07-24","[""USA""]","[""English""]","A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.","26147","0082085","1981","https://image.tmdb.org/t/p/w440_and_h660_face/weMW1wLzeagP3tw6BfmYf1iL7dz.jpg","11644"
"5715","Burning, The","https://themoviedb.org/movie/24124","91","","1500000","6.5","1981-05-08","[""USA"","" Canada""]","[""English""]","A former summer camp caretaker, horribly burned from a prank gone wrong, lurks around an upstate New York summer camp bent on killing the teenagers responsible for his disfigurement.","9849","0082118","1981","https://image.tmdb.org/t/p/w440_and_h660_face/d8as1GtCAhlc5rirarnUUd85gJA.jpg","24124"
"5718","Carbon Copy","https://themoviedb.org/movie/53922","92","9566593","6000000","5.6","1981-09-25","[""USA"","" UK""]","[""English"","" Spanish""]","A white corporate executive is surprised to discover that he has a black teen-age son who can't wait to be adopted into the, almost-exclusively-white community of, San Marino, California.","1806","0082138","1981","https://image.tmdb.org/t/p/w440_and_h660_face/gFmDrQ3yHENKHhfk3LH1wClhN14.jpg","53922"
"5723","Continental Divide","https://themoviedb.org/movie/26560","103","15578237","","6.1","1981-09-18","[""USA""]","[""English""]","A hard-nosed Chicago journalist has an unlikely love affair with an eagle researcher.","3632","0082200","1981","https://image.tmdb.org/t/p/w440_and_h660_face/jwLFNA10RJBcQ4Fe0SoySkSFr0V.jpg","26560"
"5729","Endless Love","https://themoviedb.org/movie/19114","116","32492674","","4.7","1981-07-17","[""USA""]","[""English""]","A high school student's love for a 15-year-old girl is thwarted by parental disapproval, circumstance and accident.","5325","0082329","1981","https://image.tmdb.org/t/p/w440_and_h660_face/uLqYSAPTTDZ1Z5cY65a06QPKOV2.jpg","19114"
"5732","Eye of the Needle","https://themoviedb.org/movie/10863","112","18000000","","7.1","1981-07-24","[""UK""]","[""English"","" German""]","A ruthless German spy, trying to get out of Britain with vital information about D-Day, must spend time with a young woman and her crippled husband.","6933","0082351","1981","https://image.tmdb.org/t/p/w440_and_h660_face/wIExrd6HkMNpprtAFKJxMQU1pgI.jpg","10863"
"5734","Faces of Death 2","https://themoviedb.org/movie/15900","85","","","3.3","1981-11-10","[""USA""]","[""English""]","This movie continues in the same vein as F.O.D. 1 with short scenes of death related material. Mortuarys, accidents, police work are filmed by TV crews and home video cameras. Some of the ...","1367","0085518","1981","https://image.tmdb.org/t/p/w440_and_h660_face/cZnHDJTIPus1U21ROV0JQNqFcF6.jpg","15900"
"5735","Faces of Death","https://themoviedb.org/movie/12237","105","","","4.0","1978-11-10","[""USA""]","[""English"","" German""]","A collection of death scenes, ranging from TV-material to home-made super-8 movies The common factor is death by some means.","4738","0077533","1978","https://image.tmdb.org/t/p/w440_and_h660_face/fhHzqDrdHLqjawXLXoV3w4FDOUd.jpg","12237"
"5736","Faces of Death 3","https://themoviedb.org/movie/15901","91","","","2.7","1985-03-10","[""USA""]","[""English""]","The third installment of the Faces of Death series.","1057","0121261","1985","https://image.tmdb.org/t/p/w440_and_h660_face/1nnzpaF6K9gILb7oCkopuVAOGwR.jpg","15901"
"5737","Faces of Death 4","https://themoviedb.org/movie/15902","90","","","2.9","1990-11-28","[""USA"","" Japan""]","[""English""]","Follows the same pattern of the other Faces of Death movies. In this one we see many staged and not so staged looking deaths ranging from bungee jumping accidents and magic tricks gone bad.","862","0121262","1990","https://image.tmdb.org/t/p/w440_and_h660_face/pssn1oHUSHotCQ1Cj6ECckw2SQ0.jpg","15902"
"5742","First Monday in October","https://themoviedb.org/movie/85058","98","12480249","","6.4","1981-08-21","[""USA""]","[""English""]","For the first time in history a woman is appointed to the U.S. Supreme Court, where she becomes a friendly rival to a liberal associate.","1056","0082382","1981","https://image.tmdb.org/t/p/w440_and_h660_face/8a4K7e83WoCTOwje4LEhTwtOu0a.jpg","85058"
"5745","Four Seasons, The","https://themoviedb.org/movie/25113","107","50427646","","7.2","1981-05-22","[""USA""]","[""English""]","Three middle-aged wealthy couples take vacations together in Spring, Summer, Autumn and Winter. Along the way we are treated to mid-life, marital, parental and other crises.","3089","0082405","1981","https://image.tmdb.org/t/p/w440_and_h660_face/sEd9SPu0QwzU7SBA9IlbWHpoxpz.jpg","25113"
"5746","Galaxy of Terror (Quest)","https://themoviedb.org/movie/28893","81","","700000","5.1","1981-10-01","[""USA""]","[""English""]","SciFi suspense thriller in which a rescue space ship crew meets up with horrors projected by their own imaginations.","3973","0082431","1981","https://image.tmdb.org/t/p/w440_and_h660_face/otSon4H72PqRAAgiEegQSEEBmEs.jpg","28893"
"5747","Gallipoli","https://themoviedb.org/movie/11646","110","11740000","3000000","7.5","1981-08-28","[""Australia""]","[""English""]","Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.","29081","0082432","1981","https://image.tmdb.org/t/p/w440_and_h660_face/un7VCqTmjrq3u75mQ204a8tofD4.jpg","11646"
"5752","Gregory's Girl","https://themoviedb.org/movie/21764","91","","","7.1","1982-05-26","[""UK""]","[""English""]","Gregory is a normal teen who is infatuated with a classmate. He must work to win her affection.","5806","0082477","1981","https://image.tmdb.org/t/p/w440_and_h660_face/vVOdKnervWwvxIeJzLCqQzQPs7o.jpg","21764"
"5754","Hand, The","https://themoviedb.org/movie/42149","104","566736","6500000","5.4","1981-04-24","[""USA""]","[""English""]","Jon Lansdale is a comic book artist who loses his right hand in a car accident. The hand was not found at the scene of the accident, but it soon returns by itself to follow Jon around, and ...","4253","0082497","1981","https://image.tmdb.org/t/p/w440_and_h660_face/xFOfKfjMyG6hlLWzj3rgwbFefJ7.jpg","42149"
"5765","Looney, Looney, Looney Bugs Bunny Movie, The","https://themoviedb.org/movie/41394","79","","","7.1","1981-11-20","[""USA""]","[""English""]","Bugs Bunny hosts an award show featuring several classic Looney Toon shorts.","1486","0082679","1981","https://image.tmdb.org/t/p/w440_and_h660_face/k4qMlWQ420zkUBIHrUkcwmAasxH.jpg","41394"
"5768","Modern Problems","https://themoviedb.org/movie/16471","89","","8000000","4.9","1981-12-25","[""USA""]","[""English""]","Jealous, harried air traffic controller Max Fiedler, recently dumped by his girlfriend, comes into contact with nuclear waste and is granted the power of telekinesis, which he uses not only to win her back, but to gain a little revenge.","3819","0082763","1981","https://image.tmdb.org/t/p/w440_and_h660_face/aH21h3sMMN3r6d9I8VSBw28fW7V.jpg","16471"
"5772","My Dinner with André","https://themoviedb.org/movie/25468","110","","","7.8","1981-10-11","[""USA""]","[""English""]","Wallace Shawn and Andre Gregory, apparently playing themselves, share their lives over the course of an evening meal at a restaurant. Gregory, a theater director from New York, is the more ...","10546","0082783","1981","https://image.tmdb.org/t/p/w440_and_h660_face/jLza5FLlGRlF0Py6d0cXP4RP66B.jpg","25468"
"5773","Neighbors","https://themoviedb.org/movie/19507","94","29916207","8500000","5.6","1981-12-18","[""USA""]","[""English"","" German""]","A quiet man's peaceful suburban lifestyle is threatened by the new, obnoxious couple that moves in next door.","5844","0082801","1981","https://image.tmdb.org/t/p/w440_and_h660_face/AcJNrCJoeebP5XCp7RE7per7Ad1.jpg","19507"
"5777","Pennies from Heaven","https://themoviedb.org/movie/17450","108","9171289","22000000","6.5","1982-01-01","[""USA""]","[""English""]","During the Great Depression, a sheet music salesman seeks to escape his dreary life through popular music and a love affair with an innocent school teacher.","4110","0082894","1981","https://image.tmdb.org/t/p/w440_and_h660_face/55zKWrRGeLM7B37Bw0qftU1udHm.jpg","17450"
"5778","Pieces (Mil gritos tiene la noche) (One Thousand Cries Has the Night)","https://themoviedb.org/movie/47886","89","1198346","","6.1","1983-09-23","[""Spain"","" USA"","" Puerto Rico"","" Italy""]","[""Spanish"","" English"","" Italian""]","Young co-eds are being cut up by a chainsaw killer on a college campus. The killer is attempting to put together a human jigsaw puzzle made from body parts.","4752","0082748","1982","https://image.tmdb.org/t/p/w440_and_h660_face/rm831t7eJ4bpcj0RRKZUP5vATtx.jpg","47886"
"5779","Piranha II: The Spawning","https://themoviedb.org/movie/31646","84","","145786","3.5","1982-11-05","[""USA"","" Italy"","" Netherlands""]","[""English""]","A scuba diving instructor, her biochemist boyfriend, and her police chief ex-husband try to link a series of bizarre deaths to a mutant strain of piranha fish whose lair is a sunken freighter ship off a Caribbean island resort.","5737","0082910","1981","https://image.tmdb.org/t/p/w440_and_h660_face/3iqcApgsqNXMgErRrNClFtbWRe9.jpg","31646"
"5780","Polyester","https://themoviedb.org/movie/14269","86","","300000","7.0","1981-05-29","[""USA""]","[""English""]","A suburban housewife's world falls apart when her pornographer husband admits he's serially unfaithful to her, her daughter gets pregnant, and her son is suspected of being the foot-fetishist who's been breaking local women's feet.","5060","0082926","1981","https://image.tmdb.org/t/p/w440_and_h660_face/14RfMqOe8eF17bUajPsy4HtRsVC.jpg","14269"
"5782","Professional, The (Le professionnel)","https://themoviedb.org/movie/1672","108","","","7.7","1981-10-21","[""France""]","[""French""]","Victim of a plot which has resulted in his imprisonment in a Central African jail for two years, a French secret agent arrives in Paris to settle accounts.","9081","0082949","1981","https://image.tmdb.org/t/p/w440_and_h660_face/1Crro6hN91lXc1sWXkU52tfjpAs.jpg","1672"
"5784","Ghost Ship","https://themoviedb.org/movie/9645","91","68349884","35000000","5.5","2002-10-25","[""USA"","" Australia""]","[""English"","" Italian"","" Spanish""]","A salvage crew that discovers a long-lost 1962 passenger ship floating lifeless in a remote region of the Bering Sea soon notices, as they prepare to tow it back to land, that strange things happen...","73993","0288477","2002","https://image.tmdb.org/t/p/w440_and_h660_face/fLb2tiGqUfVKdqo3BK9r0DIg9UH.jpg","9645"
"5785","Jackass: The Movie","https://themoviedb.org/movie/9012","87","64282312","5000000","6.6","2002-10-25","[""USA""]","[""English""]","Johnny Knoxville and his band of maniacs perform a variety of stunts and gross-out gags on the big screen for the first time.","66432","0322802","2002","https://image.tmdb.org/t/p/w440_and_h660_face/m6KzYeogP85u8JVNJfh21TEKAN6.jpg","9012"
"5787","Truth About Charlie, The","https://themoviedb.org/movie/13440","104","","","4.8","2002-10-25","[""Germany"","" USA""]","[""English"","" French"","" Arabic""]","A young woman in Paris is about to divorce her husband when she discovers... he's dead; and all their money is gone. She meets a mysterious man, who tells her that the money was really his,...","8468","0270707","2002","https://image.tmdb.org/t/p/w440_and_h660_face/kQ6SdbWStviMhTFt5tatjpGvRGV.jpg","13440"
"5788","All or Nothing","https://themoviedb.org/movie/12454","128","","9000000","7.6","2002-10-18","[""UK"","" France""]","[""English"","" Arabic"","" French""]","Penny's love for her partner, taxi-driver Phil, has run dry. He is a gentle, philosophical guy, and she works on the checkout at a supermarket. Their daughter Rachel cleans in a home for ...","8017","0286261","2002","https://image.tmdb.org/t/p/w440_and_h660_face/nt1qLr78e6f4iJOlel1WyVWZ7gL.jpg","12454"
"5791","Frida","https://themoviedb.org/movie/1360","123","56298474","12000000","7.4","2002-11-22","[""USA"","" Canada"","" Mexico""]","[""English"","" French"","" Russian""]","A biography of artist Frida Kahlo, who channeled the pain of a crippling injury and her tempestuous marriage into her work.","59932","0120679","2002","https://image.tmdb.org/t/p/w440_and_h660_face/a4hgR6aKoohB6MHni171jbi9BkU.jpg","1360"
"5792","Roger Dodger","https://themoviedb.org/movie/13441","106","1260761","","7.0","2002-11-22","[""USA""]","[""English"","" German""]","After breaking up with his lover and boss, a smooth-talking man takes his teenaged nephew out on the town in search of sex.","14976","0299117","2002","https://image.tmdb.org/t/p/w440_and_h660_face/cGfo8maMxoI1W9qA8KcYA7sw10s.jpg","13441"
"5795","Big Knife, The","https://themoviedb.org/movie/48155","111","","","6.9","1955-11-25","[""USA""]","[""English""]","Hollywood actor Charles Castle is pressured by his studio boss into a criminal cover-up to protect his valuable career.","2278","0047880","1955","https://image.tmdb.org/t/p/w440_and_h660_face/1cnE5SXHNSKUwjSBPXR6Uf7pzCV.jpg","48155"
"5796","Casino Royale","https://themoviedb.org/movie/12208","131","41744718","12000000","5.2","1967-04-28","[""UK"","" USA""]","[""English"","" French""]","In an early spy spoof, aging Sir James Bond comes out of retirement to take on SMERSH.","21645","0061452","1967","https://image.tmdb.org/t/p/w440_and_h660_face/9wdw5H018bgIM8bK2HuDvh8BwOh.jpg","12208"
"5799","Exodus","https://themoviedb.org/movie/1941","208","21750000","4000000","6.8","1961-01-02","[""USA""]","[""English""]","The state of Israel is created in 1948, resulting in war with its Arab neighbors.","6675","0053804","1960","https://image.tmdb.org/t/p/w440_and_h660_face/1JXFJRztd43gCf4TAodNUwkfZoi.jpg","1941"
"5801","Russians Are Coming, the Russians Are Coming, The","https://themoviedb.org/movie/31918","126","","","7.1","1966-05-25","[""USA""]","[""English"","" Russian""]","Without hostile intent, a Soviet sub runs aground off New England. Men are sent for a boat, but many villagers go into a tizzy, risking bloodshed.","6037","0060921","1966","https://image.tmdb.org/t/p/w440_and_h660_face/3Zerhh8zQc7CimKdQMI1HnppRY2.jpg","31918"
"5803","I Spy","https://themoviedb.org/movie/8427","97","51386477","70000000","5.4","2002-11-01","[""USA""]","[""English"","" Hungarian"","" Russian""]","A professional athlete has to help a U.S. government agent recover a missing jet.","40983","0297181","2002","https://image.tmdb.org/t/p/w440_and_h660_face/zMgg3txKpggWtTlAkD8xpbbRRCI.jpg","8427"
"5808","Weight of Water, The","https://themoviedb.org/movie/13526","113","109130","16000000","6.0","2002-07-31","[""USA"","" France""]","[""English""]","A newspaper photographer, Jean, researches the lurid and sensational axe murder of two women in 1873 as an editorial tie-in with a brutal modern double murder. She discovers a cache of ...","7521","0210382","2000","https://image.tmdb.org/t/p/w440_and_h660_face/65e7pLedd6B2Gm4Z8eRqiDizUBC.jpg","13526"
"5809","Femme Fatale","https://themoviedb.org/movie/9280","114","16838910","35000000","6.3","2002-11-06","[""France"","" Switzerland""]","[""English"","" French"","" Spanish""]","A woman tries to straighten out her life, even as her past as a con-woman comes back to haunt her.","28047","0280665","2002","https://image.tmdb.org/t/p/w440_and_h660_face/rW2L97Dn5XLCY3hraTVlFYAF1HD.jpg","9280"
"5810","8 Mile","https://themoviedb.org/movie/65","110","242875078","41000000","7.0","2002-11-08","[""USA"","" Germany""]","[""English""]","A young rapper, struggling with every aspect of his life, wants to make it big but his friends and foes make this odyssey of rap, harder than it may seem.","178567","0298203","2002","https://image.tmdb.org/t/p/w440_and_h660_face/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg","65"
"5812","Far from Heaven","https://themoviedb.org/movie/10712","107","29027914","13500000","7.4","2003-01-10","[""USA"","" France""]","[""English""]","In 1950s Connecticut, a housewife faces a marital crisis and mounting racial tensions in the outside world.","35674","0297884","2002","https://image.tmdb.org/t/p/w440_and_h660_face/qIkTrrRMp6aPTA7Xq211YzdFY9q.jpg","10712"
"5815","Half Past Dead","https://themoviedb.org/movie/10167","98","19233280","13000000","4.6","2002-11-15","[""Germany"","" USA""]","[""English""]","This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.","11998","0297162","2002","https://image.tmdb.org/t/p/w440_and_h660_face/xxBcwdo7V7EQ9qjMd6qXgmm7Xxb.jpg","10167"
"5816","Harry Potter and the Chamber of Secrets","https://themoviedb.org/movie/672","161","876688482","100000000","7.4","2002-11-15","[""UK"","" USA"","" Germany""]","[""English""]","Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him.","370200","0295297","2002","https://image.tmdb.org/t/p/w440_and_h660_face/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg","672"
"5818","Crime of Father Amaro, The (Crimen del padre Amaro, El)","https://themoviedb.org/movie/542","118","","1800000","6.8","2002-12-13","[""Mexico"","" Spain"","" Argentina"","" France""]","[""Spanish""]","Politics and sexual passions threaten to corrupt a young, newly-ordained priest in a small Mexican town.","10843","0313196","2002","https://image.tmdb.org/t/p/w440_and_h660_face/wqwt2DKcQV6EeSwXuYTk7pkLFii.jpg","542"
"5819","Interview with the Assassin","https://themoviedb.org/movie/36584","88","","500000","6.6","2002-05-09","[""USA""]","[""English""]","Almost forty years after the John F. Kennedy assassination, an ex-Marine named Walter Ohlinger has come forward with a startling claim.","1641","0308411","2002","https://image.tmdb.org/t/p/w440_and_h660_face/yCEP43DIYqx8NM9ttcmgSnxScRI.jpg","36584"
"5820","Standing in the Shadows of Motown","https://themoviedb.org/movie/30192","108","","","7.8","2002-11-29","[""USA""]","[""English""]","Documentary about the Funk Brothers, a group of Detroit musicians who backed up dozens of Motown artists.","2879","0314725","2002","https://image.tmdb.org/t/p/w440_and_h660_face/rsOTrPTRhBgw5eWAgJISBMiIg5m.jpg","30192"
"5825","Life and Death of Colonel Blimp, The","https://themoviedb.org/movie/25037","163","","","8.2","1945-05-04","[""UK""]","[""English"","" French"","" German""]","From the Boer War through World War II, a soldier rises through the ranks in the British military.","9694","0036112","1943","https://image.tmdb.org/t/p/w440_and_h660_face/kgyd5uyndsXiLYKlVgH0sm7Jfkv.jpg","25037"
"5826","Rio Grande","https://themoviedb.org/movie/11617","105","","","7.3","1950-11-15","[""USA""]","[""English""]","Rio Grande takes place after the Civil War when the Union turned their attention towards the Apaches. Union officer Kirby Yorke is in charge of an outpost on the Rio Grande in which he is ...","9990","0042895","1950","https://image.tmdb.org/t/p/w440_and_h660_face/jCsWSwKWngvduUKVkeGLyZzTKzV.jpg","11617"
"5828","Blackrock","https://themoviedb.org/movie/81530","103","","","6.4","1997-05-01","[""Australia""]","[""English""]","When a young schoolgirl is raped and murdered, the mateship between a group of surfers is tested as the truth is slowly revealed.","781","0118735","1997","https://image.tmdb.org/t/p/w440_and_h660_face/9Sz7FiF20kuWDe2oMYAetMTzPkQ.jpg","81530"
"5829","Men with Brooms","https://themoviedb.org/movie/34341","102","4245870","7500000","6.0","2002-11-22","[""Canada""]","[""English"","" American Sign Language"","" German""]","Four men take time from their personal problems to reunite as a curling team and compete in a bonspiel that will restore their honour.","3642","0263734","2002","https://image.tmdb.org/t/p/w440_and_h660_face/w2HftVv0kEgSEAfQ0fnbMi53yyK.jpg","34341"
"5830","Mysterious Island","https://themoviedb.org/movie/18993","101","","","6.8","1961-12-20","[""UK"","" USA""]","[""English""]","During the Civil War a group of Union soldiers and two Confederates escape the stockade using a hot air balloon and end up on a strange Pacific island.","4442","0055207","1961","https://image.tmdb.org/t/p/w440_and_h660_face/9lEqGpqviixhMxkPIqLYsKBl8im.jpg","18993"
"5832","Left Behind II: Tribulation Force","https://themoviedb.org/movie/29229","94","","","5.2","2002-10-29","[""USA"","" Canada""]","[""English""]","After the Rapture and the revealing of the identity of the Antichrist, a group of converts form the Tribulation Force, a secret society with the sole purpose of converting non-believers to Christianity.","2941","0283644","2002","https://image.tmdb.org/t/p/w440_and_h660_face/uOT9esJxnMCOKi6vGQL40bljFWy.jpg","29229"
"5833","Dog Soldiers","https://themoviedb.org/movie/11880","105","","","6.9","2002-05-10","[""UK"","" Luxembourg"","" USA""]","[""English""]","A routine military exercise turns into a nightmare in the Scotland wilderness.","44405","0280609","2002","https://image.tmdb.org/t/p/w440_and_h660_face/fYHUYWglzq8Ax0EaDWqg9emjL7T.jpg","11880"
"5834","Fingers","https://themoviedb.org/movie/63435","90","","","7.0","1978-08-23","[""USA""]","[""English""]","A dysfunctional young man is pulled between loyalties to his Italian mob-connected loan shark father and his mentally disturbed Jewish concert pianist mother.","1765","0077549","1978","https://image.tmdb.org/t/p/w440_and_h660_face/rcI2LUrK4SNY4JGMyjsWuNlLxGn.jpg","63435"
"5836","Houseboat","https://themoviedb.org/movie/1377","110","","","6.7","1958-11-19","[""USA""]","[""English"","" Italian""]","A widower, his three young kids and a bombshell nanny get to know each other better when circumstances have them living together aboard a badly neglected houseboat.","5628","0051745","1958","https://image.tmdb.org/t/p/w440_and_h660_face/5dNJHguPpJRRq4pjEbDE0CNTRp3.jpg","1377"
"5839","My Father's Glory (La gloire de mon père)","https://themoviedb.org/movie/12716","105","","","7.6","1991-08-01","[""France""]","[""French"","" Occitan""]","A young boy's life in turn-of-the-century France. Marcel, witnesses the success of his teacher father, as well as the success of his arrogant Uncle Jules. Marcel and family spend their ...","4772","0099669","1990","https://image.tmdb.org/t/p/w440_and_h660_face/4zwgcaKqIJ5GB6kCPpyMLZuNyoi.jpg","12716"
"5840","My Mother's Castle (Château de ma mère, Le)","https://themoviedb.org/movie/12717","98","","","7.6","1991-09-01","[""France""]","[""French"","" Occitan""]","Every holiday Marcel and his family go to their cottage in the Provence (France). He likes the hills in this region. Before they arrive at the cottage they have to walk about 5 miles. With ...","3670","0099266","1990","https://image.tmdb.org/t/p/w440_and_h660_face/hw8Ec4jFuxSNCMUZiUpBKOMl65G.jpg","12717"
"5841","Return to the Blue Lagoon","https://themoviedb.org/movie/13888","102","2807854","11000000","5.1","1991-08-02","[""USA""]","[""English""]","In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.","13702","0102782","1991","https://image.tmdb.org/t/p/w440_and_h660_face/jhUTLuPgc3Qcvr5xtji8oiWSfYy.jpg","13888"
"5843","Toy Soldiers","https://themoviedb.org/movie/10750","111","15073942","","6.5","1991-04-26","[""USA""]","[""English"","" Spanish"","" Italian""]","When terrorists seize control of a boarding school, a group of troublemaking boys decide to resist them.","15721","0103112","1991","https://image.tmdb.org/t/p/w440_and_h660_face/nL3ccvqU1Wq1j31feHWAydzpbr2.jpg","10750"
